Column 1,item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
,GP-S0-79,A woman has missed her period and tests positive for pregnancy. The hormone detected by the pregnancy test is:,Progesterone,Incorrect – Important in pregnancy but not detected by standard tests.,Oestrogen,Incorrect – Not the diagnostic marker.,Human chorionic gonadotropin (hCG),"Correct – Produced by trophoblast, detected in urine/serum.",,,C,Pregnancy tests identify hCG secreted by the placenta.,,MID,Midwifery,Easy,,GP-F-I0,
,GP-S0-80,A child diagnosed with kwashiorkor is most likely deficient in:,Carbohydrates,Incorrect – Carbohydrate deficiency → marasmus.,Protein,Correct – Kwashiorkor = severe protein deficiency with edema.,Vitamin C,"Incorrect – Deficiency → scurvy, not kwashiorkor.",,,B,Kwashiorkor results from inadequate dietary protein despite calories.,,PEDS,Paediatrics,Easy,,GP-F-I0,
,GP-S0-81,A nurse observes a colleague documenting a procedure that was not performed. This is an example of:,Negligence,Incorrect – Negligence is failure to act with due care.,Falsification,Correct – Recording false information in documentation.,Slander,"Incorrect – Spoken defamation, not record falsification.",,,B,Falsification breaches legal and ethical standards of practice.,,FUND,Fundamentals,Moderate,,GP-F-I0,
,GP-S0-82,Which is the most reliable sign of pregnancy in the first trimester?,Missed period,"Incorrect – Presumptive sign, not conclusive.",Positive pregnancy test,Correct – hCG detection is objective evidence of pregnancy.,Breast tenderness,Incorrect – Presumptive sign.,,,B,hCG hormone detection confirms pregnancy more reliably than subjective signs.,,MID,Midwifery,Easy,,GP-F-I0,
,GP-S0-83,The primary reason for providing health education on handwashing in rural communities is to:,Promote skin hygiene,"Incorrect – Aesthetic benefit, not primary reason.",Prevent faeco-oral disease transmission,Correct – Breaks cycle of diarrheal diseases like cholera.,Improve social appearance,Incorrect – Not a health-related purpose.,,,B,Hand hygiene is the simplest and most effective disease prevention method.,,PHN,Public/community health,Easy,,GP-F-I0,
,GP-S0-84,Which is an example of tertiary prevention?,Rehabilitation after hip replacement,Correct – Restores function after established disease.,Blood pressure screening in the community,Incorrect – Secondary prevention (early detection).,Immunising against tetanus,Incorrect – Primary prevention (before disease).,,,A,Tertiary prevention = rehabilitation to minimize disability.,,PHN,Public/community health,Easy,,GP-F-I0,
,GP-S0-85,Which is the best nursing intervention for a patient with a newly created colostomy?,Limit oral intake to reduce stool output,Incorrect – May cause malnutrition.,Provide stoma care education,Correct – Patient empowerment and self-care are crucial.,Keep patient NPO for 48 hours,Incorrect – Unnecessary and harmful.,,,B,Education promotes independence and proper stoma management.,,SURG,Surgery,Moderate,,GP-F-I0,
,GP-S0-86,A patient with suspected appendicitis should be positioned in:,Supine with legs elevated,Incorrect – May worsen discomfort.,Trendelenburg position,Incorrect – Increases intra-abdominal pressure.,Semi-Fowler’s position,Correct – Reduces pain and localizes infection.,,,C,Semi-Fowler’s facilitates comfort and prevents spread.,,SURG,Surgery,Moderate,,GP-F-I0,
,GP-S0-87,Which nutrient is most important in wound healing?,Carbohydrates,"Incorrect – Provide energy, not tissue repair.",Fats,"Incorrect – Support vitamin absorption, not primary in healing.",Protein,Correct – Critical for collagen synthesis and repair.,,,C,Proteins are essential for immune function and tissue repair.,,FUND,Fundamentals,Easy,,GP-F-I0,
,GP-S0-88,A nurse explains to a diabetic patient that insulin is produced in the:,Liver,Incorrect – Stores glycogen but doesn’t produce insulin.,Gallbladder,Incorrect – Stores bile.,Pancreas,Correct – Beta cells secrete insulin.,,,C,Pancreatic beta cells produce insulin regulating blood glucose.,,MED,Medicine,Easy,,GP-F-I0,
,GP-S0-89,Which of the following is an example of active artificial immunity?,Maternal antibodies passed to baby through breast milk,Incorrect – Passive natural immunity.,Recovery from chickenpox,Incorrect – Active natural immunity.,Immunisation with measles vaccine,Correct – Triggers antibody production artificially.,,,C,Vaccination = active artificial immunity.,,PHN,Public/community health,Easy,,GP-F-I0,
,GP-S0-90,Which finding in a patient receiving IV fluids requires immediate action?,Slight swelling at the site,Incorrect – Suggests infiltration; less urgent.,Sudden shortness of breath,"Correct – May indicate overload or embolism, life-threatening.",Warmth at the cannula site,"Incorrect – Indicates phlebitis, less acute.",,,B,Acute SOB during infusion requires emergency action.,,FUND,Fundamentals,Hard,,GP-F-I0,
,GP-S0-91,Which of the following contraceptive methods also provides protection against sexually transmitted infections?,Intrauterine device,"Incorrect – Prevents pregnancy, not STIs.",Male condom,Correct – Prevents pregnancy and reduces STI transmission.,Oral contraceptive pill,Incorrect – No STI protection.,,,B,Condoms are dual-protection methods.,,MID,Midwifery,Easy,,GP-F-I0,
,GP-S0-92,The first step in CPR for an unresponsive adult is to:,Begin chest compressions,Incorrect – Must first confirm unresponsiveness.,Give two rescue breaths,Incorrect – Done after checking airway.,Check responsiveness and call for help,Correct – Initiates the chain of survival.,,,C,Early recognition and help activate emergency response.,,FUND,Fundamentals,Moderate,,GP-F-I0,
,GP-S0-93,"In kwashiorkor, oedema occurs mainly due to:",Excess salt intake,Incorrect – May worsen but not the cause.,Vitamin deficiency,"Incorrect – Causes other issues, not oedema.",Low serum albumin levels,Correct – Hypoproteinemia lowers oncotic pressure.,,,C,Protein deficiency causes hypoalbuminemia → oedema.,,PEDS,Paediatrics,Easy,,GP-F-I0,
,GP-S0-94,Which is the most appropriate position for a patient in shock?,Supine with head flat,Incorrect – Less effective for perfusion.,Supine with legs elevated,Correct – Improves venous return and organ perfusion.,Prone position,Incorrect – Contraindicated in shock.,,,B,Trendelenburg-like positioning supports circulation.,,MED,Medicine,Moderate,,GP-F-I0,
,GP-S0-95,A woman in active labour complains of severe back pain. The nurse suspects:,Occiput anterior position,Incorrect – Associated with smoother labour.,Occiput posterior position,Correct – Causes severe back pain from fetal head pressure.,Breech presentation,Incorrect – Causes other labour issues.,,,B,OP position presses on sacrum causing back pain.,,MID,Midwifery,Hard,,GP-F-I0,
,GP-S0-96,Which drug is the antidote for organophosphate poisoning?,Naloxone,Incorrect – Opioid antidote.,Vitamin K,Incorrect – Used in clotting disorders.,Atropine,Correct – Counteracts acetylcholine excess.,,,C,Atropine reverses muscarinic effects of organophosphates.,,MED,Medicine,Hard,,GP-F-I0,
,GP-S0-97,A patient with pneumonia is placed on incentive spirometry. The purpose is to:,Clear secretions by coughing,Incorrect – Aids mucus clearance but not the primary purpose.,Promote lung expansion,"Correct – Encourages deep breathing, prevents atelectasis.",Reduce body temperature,Incorrect – Unrelated.,,,B,Spirometry prevents complications by promoting ventilation.,,MED,Medicine,Easy,,GP-F-I0,
,GP-S0-98,Which observation in a postpartum mother requires urgent review?,Fundus firm and midline,Incorrect – Normal finding.,Lochia rubra on day 2,Incorrect – Expected normal discharge.,Foul-smelling vaginal discharge,"Correct – Indicates infection, needs urgent care.",,,C,Foul odour postpartum strongly suggests infection.,,MID,Midwifery,Easy,,GP-F-I0,
,GP-S0-99,Which of the following is an example of a closed-ended question?,“Tell me how you feel about the surgery.”,Incorrect – Open-ended.,“Are you feeling any pain now?”,Correct – Requires a yes/no or short response.,“What concerns do you have?”,Incorrect – Open-ended.,,,B,"Closed-ended questions elicit brief, specific answers.",,FUND,Fundamentals,Easy,,GP-F-I0,
,GP-S0-100,A viral disease that affects the motor cells of the anterior horn of the spinal cord is:,Measles,Incorrect – Primarily respiratory/immune system.,Mumps,Incorrect – Primarily affects salivary glands.,Poliomyelitis,Correct – Destroys motor neurons causing paralysis.,,,C,"Poliovirus targets anterior horn cells, leading to paralysis.",,PEDS,Paediatrics,Moderate,,GP-F-I0,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,GP-S1-1,Which of the following best defines the nursing process?,A method of documentation used in hospitals,"Incorrect – documentation is a product of the process, but it is not the definition.",A systematic problem-solving approach to patient care,"Correct – incorporates assessment, diagnosis, planning, implementation, and evaluation.",A checklist used by nurses,Incorrect – checklists support care but do not equal the entire process.,A tool used for financial auditing,Incorrect – unrelated to nursing care.,B,"The nursing process is a structured, cyclical, patient-centered approach that enables nurses to deliver individualized and evidence-based care.",,FUND,Fundamentals,Easy,,GP-F-I2,GP-F-T1
,GP-S1-2,What is the most important reason for handwashing in nursing care?,To maintain personal hygiene,"Incorrect – While important, personal hygiene is secondary to infection control in a clinical setting.",To prevent the spread of infections,Correct – hand hygiene is the most effective way to prevent hospital-acquired infections.,To keep nails clean,Incorrect – Keeping the nail clean is essential in infection control but not the primary reason for hand washing.,To remove chemicals from hands,"Incorrect – rare scenario, not the focus of clinical practice.",B,"Handwashing is a key infection prevention measure, reducing microbial transmission between healthcare providers and patients.",,FUND,Fundamentals,Easy,,GP-F-I2,GP-F-T1
,GP-S1-3,Which is the first action in cardiopulmonary resuscitation (CPR)?,Begin chest compressions,Incorrect – only after confirming unresponsiveness and calling for help.,Ensure the scene is safe and check for responsiveness.,"Correct – Before starting CPR, confirm the environment is safe and the person is unresponsive.",Open airway,Incorrect – airway is managed after unresponsiveness is confirmed.,Check for a pulse,Incorrect – Pulse checking is not the initial action.,B,"Before starting CPR, confirm the environment is safe and the person is unresponsive by gently shaking and calling their name, as per guidelines from the American Heart Association (AHA) and International Liaison Committee on Resuscitation (ILCOR).",,FUND,Fundamentals,Moderate,,GP-F-I2,GP-F-T1
,GP-S1-4,The abbreviation PRN in medication administration means:,Every 4 hours,"Incorrect – This refers to a fixed dosing schedule, not PRN.",As needed,Correct – PRN (pro re nata) indicates that a medication is administered when the patient requires it,At night,Incorrect – “nocte” is used for night-time orders.,Before meals,Incorrect – “ac” is used for before meals.,B,"RN indicates that a medication is administered when the patient requires it, based on clinical judgment or specific symptoms, as supported by standard medical references like the Joint Commission and nursing pharmacology guidelines.",,FUND,Fundamentals,Easy,,GP-F-I2,GP-F-T1
,GP-S1-5,The normal respiratory rate for an adult is:,8–12 breaths per minute,"Incorrect – This range is slightly below normal and may reflect bradypnea (slow breathing), which can occur in certain medical conditions or during sleep, making it a plausible but incorrect choice.",20–30 breaths per minute,"Incorrect – This range is slightly above normal and could be associated with mild tachypnea (fast breathing), often seen in stress, exercise, or early illness, making it a reasonable distractor.",12–20 breaths per minute,Correct – standard adult respiratory rate.,6–10 breaths per minute,Incorrect – This is below the normal respiratory rate compactible with life.,C,Normal adult respiration is 12–20/min; deviation signals underlying pathology needing prompt evaluation.,,FUND,Fundamentals,Easy,,GP-F-I2,GP-F-T1
,GP-S1-6,A nurse is preparing to administer an injection using aseptic technique. What is the primary purpose of this practice?,To reduce patient discomfort during the injection,"Incorrect – While patient comfort is important, it is not the primary purpose of aseptic technique.",To prevent infection by reducing pathogen exposure.,"Correct – Aseptic technique ensures that sterile equipment and procedures are used to minimize the risk of introducing microorganisms into the injection site, as supported by CDC guidelines on infection prevention and WHO’s best practices for injection safety.",To speed up the injection process,"Incorrect – Aseptic technique may take additional time to ensure sterility, so this is not the primary goal..",To comply with medication storage regulations,"Incorrect – Aseptic technique is unrelated to storage regulations, which focus on proper handling and preservation of medications.",B,Aseptic technique is used to protect patients from iatrogenic infections during invasive procedures.,,FUND,Fundamentals,Easy,,GP-F-I2,GP-F-T1
